Lang,Index,Source,Reference,LLM_Translation,Reasoning_Summary,ChrF
Chamorro,180,Ma na’gåsgas i gualu’ mås sa’ para uma na’lameggai i tinanum-ñiha.,They cleared the land further so that they could enlarge the space for planting.,They weeded/cleaned the field more so that their plants would grow bigger.,detailed,33.92
Chamorro,181,Mampus ma’lak i semnak na ogga’an.,The sun is so bright this morning.,It’s very early this morning.,"{'type': 'summary_text', 'text': '**Decoding Chamorro phrases**\n\nI’m trying to figure out the meaning of Chamorro words. It seems ""semnak"" could mean ""last week,"" but I\'m also considering its connection to ""siman,"" which means ""week."" Maybe ""semnak"" relates to ""this week"" or ""yesterday,"" though I\'m not entirely sure. The phrase ""ma\'låk"" might mean ""to be clear,"" and ""mampus"" means ""very."" There’s a chance ""ma\'låk"" functions as an adjective for ""early,"" similar to Tagalog. I’m piecing this together carefully!'} {'type': 'summary_text', 'text': '**Analyzing Chamorro phrases**\n\nI’m exploring the possible meanings of ""semnak na ogga\'an"" and wondering if it could mean ""last week morning."" I think ""na"" connects the modifier to the noun. If ""semnak"" means ""cold,"" then the phrase would translate to ""cold morning."" But maybe ""semnak"" means something like ""dawn"" or ""early morning."" I’m considering that ""ma’låk"" might mean ""it is cold"" or ""it is early."" There are ties to other languages here that might help clarify the meaning!'} {'type': 'summary_text', 'text': '**Exploring Chamorro meanings**\n\nI\'m thinking that ""semnak"" might indeed mean ""cold,"" possibly even ""cool weather."" If that\'s true, then ""i semnak na ogga\'an"" could translate to ""the cold morning."" But if ""ma’låk"" also means ""cold,"" that gets redundant since the phrase would say ""the cold morning is very cold."" Maybe ""semnak"" refers to ""dawn"" or ""early,"" while ""ogga\'an"" means ""morning."" I’m also considering if ""yesterday"" fits in, but ""ginen"" is the word for yesterday. This is quite a puzzle!'} {'type': 'summary_text', 'text': '**Investigating Chamorro meanings**\n\nI\'m contemplating the word ""semnak"" and its possible meanings. It could relate to days of the week, but ""Chamorro"" has distinct words for each day. Maybe ""semnak"" means ""morning"" or ""darkness""? I’m noticing that it ends with -k, which might suggest it\'s a locative or demonstrative word. Then there\'s the idea that ""semnak"" could relate to ""siman,"" meaning ""week."" If that\'s true, could it mean ""the week passed very quickly this morning""? I’m trying to fit all these ideas together!'} {'type': 'summary_text', 'text': '**Clarifying Chamorro phrases**\n\nI’m exploring the structure of Chamorro and how demonstrative clitics like -ni and -na work. I think the simplest translation for ""very early this morning"" might be ""Mampus ma’lak,"" while ""i semnak na ogga\'an"" could refer to ""the early morning."" If ""semnak"" means ""dawn,"" then ""semnak na ogga\'an"" would translate to ""dawn morning"" or ""early morning."" This all points to the idea that the complete phrase could indeed convey ""It\'s very early this morning.""'}",40.29
Chamorro,182,sigun as Chai,according to Chai,According to Chai.,detailed,90.38
Chamorro,183,Ma nutisia si Pedro yan i mangga’chong-ña ni todu i manmasangånin-ñiha.,They reported briefly to Peter and those with him all that they had been told.,"Pedro and his friends, whom everyone was talking about, were reported in the news.",detailed,23.43
Chamorro,184,Tekchu’ i ga’lagun bisinu sa’ mandudulalak puyitus.,The neighbor’s dog is predatory because it attacks baby chicks.,The neighbor’s dog barked because it was chasing the chicks.,detailed,52.54
Chamorro,185,Ti siguru yu’ kåo esta hu gånna.,I am not certain whether I have achieved it.,I’m not sure whether I’ve already won.,detailed,28.15
Chamorro,186,Esti lokkui’ na åmut siña mana’setbi gi amut tabatdiyu.,This medicinal leaf can also be used in the åmut tabatdiyu.,This medicine can also be used in traditional medicine.,detailed,52.35
Chamorro,187,Ti bulenchuk gui’eng-hu.,My nose is not hooked.,He didn’t come back to me.,detailed,9.91
Chamorro,188,"Ada, ti un tungu’ esta ora ha’?","Oh, you didn’t know that it is time already?","Hey, don’t you know what time it is already?",detailed,39.92
Chamorro,189,Tres na chåda’ månnuk ti manmapulakis.,There are three chicken eggs that did not hatch.,Three chickens are not roosters.,"{'type': 'summary_text', 'text': '**Translating Chamorro**\n\nI’m working on the translation of ""Tres na chåda’ månnuk,"" which means ""three chickens."" The predicate ""ti manmapulakis"" translates to ""are not roosters"" or ""are not males,"" leading to the sentence: ""Three chickens are not roosters."" That feels plausible! I wonder if ""pulakis"" means rooster. Ah, but in Chamorro, ""rooster"" is actually ""pulåsi."" So let’s simplify it to: ""Three chickens are not males,"" focusing on the idea that these are chicks not being male.'}",33.48
Chamorro,190,"Ni para u mabuñelus, esta esti na linamas aga’ tai bali.","Even to make doughnuts with, these decayed bananas are already useless.","If we’re going to make buñelos, this batter that was mixed this morning was for nothing.",detailed,17.54
Chamorro,191,Adahi na un fama’ i dikiki’ na påtgun gi iskuela.,Don’t act childlike (lit. careful lest you pretend to be the small child) at school.,Don’t hit the little child at school.,"{'type': 'summary_text', 'text': '**Translating Chamorro phrase**\n\nI need to translate a Chamorro sentence: ""Adahi na un fama’ i dikiki’ na påtgun gi iskuela.""  \nFirst, ""Adahi"" might mean ""be careful"" or ""it\'s a shame."" It can actually mean ""be careful."" The phrase ""na un"" translates to ""that you"" (second person). Now, ""fama’"" could relate to hitting or shaming, perhaps derived from Spanish. Looking deeper, it might mean ""to hurt the small child."" So, the full translation seems to be a warning: ""Be careful not to hurt the little children at school.""'}",24.44
Chamorro,192,Mamuga’ si Benigno meggai hima ni ginin Palau.,Benigno split open a lot of clams that were from Palau.,Benigno hired many workers from Palau.,detailed,34.72
Chamorro,193,Guaha esta tåotåo ni mañåsaga guini na isla siha ni ma tungu’ put åmut natibu.,There already were people who were living on these islands who knew about native medicine.,There are still people living on these islands who are known for native medicine.,"{'type': 'summary_text', 'text': '**Translating and breaking down the sentence**\n\nI need to translate the sentence: ""Guaha esta tåotåo ni mañåsaga guini na isla siha ni ma tungu’ put åmut natibu."" \n\nIt seems to convey that there are people living on these islands who have knowledge about native medicine. ""Guaha"" means ""there are,"" and ""tåotåo"" translates to ""people."" The phrases indicate residency and knowledge, suggesting a connection to traditional medicine in these specific islands. So, the essence is about people\'s presence and their expertise in native medicine here.'}",60.43
Chamorro,194,Klåru na si Jesukristu metgut inangokkon-ña gi ottru tåotåo.,It is clear that Jesus Christ’s trust in others was strong.,"Clearly, Jesus Christ placed great trust in another person.",detailed,42.7
Chamorro,195,Ha na’tarabira yu’ i mediku.,‘The doctor let me turn myself over.’,The doctor made me work.,detailed,29.05
Chamorro,196,... esta ki mamåra mañålik pat mamåra mañatfinu’ i sindålu.,... until the soldiers stopped laughing or stopped swearing.,“…it was already the case that the sandal fit either too loosely or too tightly.”,detailed,15.56
Chamorro,197,Masinik i mannuk gi barånda låo ha guåhni esta si Melchor.,The chicken pooped in the garage and Melchor removed it.,"The chicken was tied to the railing, but Melchor had already caught it.",detailed,36.24
Chamorro,198,Kåo hågu muna’chatgin maisa siha?,‘Was it you who made them laugh at themselves?’,Did you separate them one by one?,detailed,15.83
Chamorro,199,Ti todu kåtni ya-hu kumånnu’.,Not all meat I like to eat.,I don’t like to eat all kinds of meat.,"{'type': 'summary_text', 'text': '**Translating a phrase**\n\nI need to work on translating ""Ti todu kåtni ya-hu kumånnu’."" It seems to suggest something like ""Not all meat I like to eat"" or ""I don\'t like to eat all meat."" Breaking it down, ""Ti"" is negation, ""todu"" means all, and ""kåtni"" means meat. ""Ya-hu"" translates to ""I like,"" and ""kumånnu’"" is likely related to eating. So, it could be that ""I don\'t like eating all meat"" fits well. The word order suggests negation with the object being ""all meat.""'}",51.46
