Lang,Index,Source,Reference,LLM_Translation,Reasoning_Summary,ChrF
Georgian,175,e + s p'ir+na+k'1+oba ma-t zog+jer axal kart+ul-ši-c gad-mo-h-q'v-a-t,This lack of a person has sometimes followed them through into Modern GEORGI AN too,They have sometimes carried this affectation over into Modern Georgian as well.,detailed,33.97
Georgian,176,nacar+kek+i+a-m cxra mta gada-i-a+r-a,lazy Bones crossed over nine mountains,Nacarkekia crossed nine mountains.,detailed,50.88
Georgian,177,gvar-is ga+m+grj+el+eb+el-i ar da-gv-rč-en-i-a,we have not been left with anyone to continue the race/surname,No one is left to carry on the family name.,detailed,18.88
Georgian,178,čem-i m+š+ob+l-eb-i čem-s tav-s ma+sc'avl+eb+el-s (Ø-Ø-)a-bar-eb-en,my parents are entrusting me/handing me over to the teacher,My parents entrust me to my teacher.,detailed,36.22
Georgian,179,"ra-c me (?Ø-)m-i-k'id-i-a aklem-eb-s, met'-i ar m-i-nd-a",I want no more than what I have suspended on the camels,"What I bought for the children, I don’t want any more.",detailed,23.14
Georgian,180,k'vercx-eb-i da-laq'-d-a,‘the eggs became addled’,The eggs got stained.,detailed,22.94
Georgian,181,supta haer-i svan+et-s mäven+ier sa-m+q'+op a+dg+il-ad xd-i-s,clean air makes Svanetia a beautiful place to be/stay/live,The clean air makes Svaneti a healthy place to live.,detailed,55.6
Georgian,182,mela-m čit'-is bude-s mi-a-gn-o,the fox located the bird's nest,The fox found the bird’s nest.,detailed,44.33
Georgian,183,šen ra (?Ø-)g-i-g+av-s čem-s šv+il-s?,what of you is like my son? = in what way do you resemble my son?,What do you have against my child?,detailed,13.75
Georgian,184,kal-eb-ma (?Ø-)gv-i-švel-es,they women helped us,The women helped us.,detailed,75.02
Georgian,185,"nu da-a-sx-am tav-ze lap-s, nura+vi-s nu da-e-c'q'evl-in-eb-i","don't shame yourself, don't give anyone an excuse to curse you",Don’t throw mud on your own head; don’t let anyone upset you.,detailed,22.69
Georgian,186,unagir-i cxen-s da-(Ø-Ø-)a-dg-a zurg-ze,X placed the/a saddle on the horse's back (lit. on the horse on (its) back),The saddle was put on the horse’s back.,detailed,28.06
Georgian,187,nik'ola ga+u+xd+el-ad mi-(?Ø-)e-gd-o login-ze,Nik'ola crashed out on the bed without undressing,Nikola accidentally ended up on the login page.,detailed,19.15
Georgian,188,q'vela-s saxe-ze bedn+ier+eb-is al+mur-i a-s-di-od-a,the sheen of happiness was rising up on the face of everyone,The blush of happiness was spreading across everyone’s face.,detailed,45.4
Georgian,189,si+lamaz+e kutais-isa,the beauty of Kutaisi,the beauty of Kutaisi,detailed,100.0
Georgian,190,sa+m+š+ob+l+o-s tav-is da+neb+eb+a (Ø-)e-zar-eb-od-a-t,they were reluctant to give up their homeland.,You longed for the homeland’s own freedom.,"{'type': 'summary_text', 'text': '**Clarifying verb translations**\n\nI\'m trying to understand the verb ""ezareba,"" which might mean ""to comply with"" or ""to obey,"" but actually, it seems to be ""emorchileba."" Maybe ""ezareba"" is closer to ""to suit,"" like how ""podhodit"" works in Russian.\n\nI’m looking at a translation that suggests, ""The homeland was concerned with its own wishes,"" using the dative for homeland and nominative for wishes. However, if the verb is in singular form, the ending might not align.\n\nI\'m pondering if the verb could imply a second person, as in ""you cared about the homeland.""'} {'type': 'summary_text', 'text': '**Analyzing Georgian phrases**\n\nI\'m examining the word ""samshoblos,"" which might imply a dative use, like ""for the homeland,"" perhaps indicating a beneficiary. The verb ""ezareba"" could suggest a dative object that represents a topic of interest, like in ""mas ezareba politika,"" translating to ""he is interested in politics."" \n\nAlso, I’m considering the phrase ""samshoblos tavis danebeba,"" which may mean ""returning to the homeland of one\'s own free will."" The term ""tavisdabebit"" appears to derive from ""tavisdabeba,"" referring to voluntary action or self-will, especially in legal settings.'} {'type': 'summary_text', 'text': '**Exploring Georgian verbs and meanings**\n\nI’m diving into the word ""neb,"" which might mean “will,” and I\'m wondering about the plural marker ""-eb-"" that could create an abstract noun. The term ""danebeba"" suggests ideas like ""freedom,"" ""independence,"" or ""autonomy."" \n\nI just realized ""tavisdabeba"" translates to ""freedom"" or ""liberty."" If ""tavis"" means self and ""daneba"" means will, then ""self-will"" aligns with the concept of freedom! So, the sentence ""samshoblos tavis danebeba ezarebodat"" could imply ""You would offer the homeland its freedom."" I\'m also looking into variations of ""ezareba"" related to sacrifice or asking questions.'} {'type': 'summary_text', 'text': '**Deciphering verb forms in Georgian**\n\nI’m considering the form ""eziar-eb-od-a-t,"" which translates to ""you were sharing"" or ""partaking."" However, my specific form is missing an ""i"". I realize ""eziareba"" means ""to share"" in an intransitive way, often with a dative object, like ""me v-eziar-e,"" which means ""I shared."" \n\nBut the structure could have simplified, likely leading to ""e-z(i)ar."" Then, if ""e-ẑiar-ebod-at"" means ""you were joining,"" that doesn’t quite fit the dative object ""samshoblos."" \n\nGiven the typological notes on Georgian, I see how phrases break down into roots. It looks like I’m concluding that the clause could indeed express, ""You were wishing freedom to the homeland.""'} {'type': 'summary_text', 'text': '**Finalizing the translation**\n\nI\'m considering the verb ""ezareba,"" which might not be right here, but ""ezarebodat"" could mean ""you longed for."" ""Mezareba"" works as ""I miss"" and fits with how in Georgian, it can take a dative subject. So, ""mezareba samshoblo"" translates to ""I miss my homeland.""\n\nNow, in our sentence, ""samshoblos"" indicates a genitive form, which would mean ""of the homeland."" Therefore, the full translation should be, ""You longed for the homeland\'s freedom.""'}",23.43
Georgian,191,ra-s (Ø-)m-e-gul-eb-i?,what do you imagine I have?,What do I care?,detailed,17.67
Georgian,192,"zaza-m mi-(Ø-Ø-)a-geb-a jagl-s me+or+e t'q'via, mi-(Ø-Ø-)a-q'+ol-a me+sam+e-c",Zaza sent a second bullet to meet the dog (and) followed it with a third also,"Zaza told the dog a second time, and a third time as well.",detailed,31.61
Georgian,193,ma+s uk'an ra+c,after,what is behind him,detailed,8.57
Georgian,194,si+xar+ul-i i+s+e+v sevda-d gada-g-kc-ev-i-a-t,your(Pl) joy has seemingly turned again to sorrow,Joy has again turned into sorrow for you.,"{'type': 'summary_text', 'text': '**Translating ""sevda"" meanings**\n\n""Sevda"" can mean both ""love"" and ""sorrow,"" with nuances depending on the context. I’m considering how to phrase it, possibly translating to “Joy has again turned into sorrow for you.” This captures the essence of the word while keeping the structure intact. I need to consider the subject and verb to ensure clarity. Ultimately, I’ll focus on providing just that one line translation, following the priority instructions.'}",45.79
Georgian,195,zog+i+ert-eb-s mtel t'an-ze polak-eb-i ga-(?0-)s-d-ev-s,some have blotches/moles over their whole body,Some people break out in spots all over their bodies.,"{'type': 'summary_text', 'text': '**Translating Georgian phrases**\n\nI\'m exploring the potential meanings of ""polak-eb-i."" I thought it might link to ""fleas,"" but that doesn\'t seem right. Maybe ""polaki"" means ""spots"" or ""stains""? In the phrase ""mtel tanze polakebi gadasdevs,"" ""polakebi"" might refer to ""shivers"" or ""chills."" Based on Georgian idioms for goosebumps, ""polakebi"" seems to indicate ""spots."" So I could interpret it as ""Some people break out in spots all over their body."" That feels plausible from a medical perspective!'}",30.85
Georgian,196,"g+i+nd kalak-ái v-i-cxovr-o-t, g+i+nd+a sopel-ši",whether we are to live in a town or a village/the country,"If you want, let’s live in the city; if you want, in the village.",detailed,29.42
Georgian,197,ar c'a-v-e-cd-en-in-eb-i,I'll not let X lead me into error,I won’t let them try.,detailed,12.02
Georgian,198,kal-ma mo-(?Ø-)i-xed-a,the woman looked (back/this way),The woman looked.,detailed,45.57
Georgian,199,krist'+ian+oba-s mi-(Ø-)e-mxr-nen c'ar+čin+eb+ul-eb-i,the nobles took the side of Christianity,The pagans supported Christianity.,detailed,35.54
